"","chr","coordinate","strand"
"5788","chr3L",16856787,"-"
"5789","chr3L",16861404,"+"
"5790","chr3L",16871323,"-"
"5791","chr3L",16881077,"-"
"5792","chr3L",16889575,"+"
"5793","chr3L",16893478,"+"
"5794","chr3L",16896233,"+"
"5795","chr3L",16915823,"-"
"5796","chr3L",16936616,"+"
"5797","chr3L",16936798,"+"
"5798","chr3L",16940114,"-"
"5799","chr3L",16951777,"-"
"5800","chr3L",16978005,"+"
"5801","chr3L",16983674,"+"
"5802","chr3L",16989229,"-"
"5803","chr3L",16990660,"+"
"5804","chr3L",17001774,"-"
"5805","chr3L",17001782,"+"
"5806","chr3L",17033675,"-"
"5807","chr3L",17044783,"-"
"5808","chr3L",17050869,"+"
"5809","chr3L",17082643,"-"
"5810","chr3L",17084985,"+"
"5811","chr3L",17085405,"-"
"5812","chr3L",17100214,"-"
"5813","chr3L",17115966,"+"
"5814","chr3L",17125441,"+"
"5815","chr3L",17125973,"-"
"5816","chr3L",17135010,"+"
"5817","chr3L",17136787,"+"
"5818","chr3L",17176810,"-"
"5819","chr3L",17192357,"+"
"5820","chr3L",17199763,"+"
"5821","chr3L",17206222,"-"
"5822","chr3L",17226834,"+"
"5823","chr3L",17241378,"-"
"5824","chr3L",17241736,"+"
"5825","chr3L",17257414,"-"
"5826","chr3L",17269437,"+"
"5827","chr3L",17274903,"+"
"5828","chr3L",17296792,"-"
"5829","chr3L",17297586,"-"
"5830","chr3L",17306732,"-"
"5831","chr3L",17311540,"+"
"5832","chr3L",17320659,"-"
"5833","chr3L",17349482,"-"
"5834","chr3L",17353980,"-"
"5835","chr3L",17363247,"-"
"5836","chr3L",17380037,"+"
"5837","chr3L",17384196,"+"
"5838","chr3L",17385773,"-"
"5839","chr3L",17385939,"-"
"5840","chr3L",17401588,"-"
"5841","chr3L",17436636,"+"
"5842","chr3L",17486981,"+"
"5843","chr3L",17494196,"-"
"5844","chr3L",17500433,"-"
"5845","chr3L",17507484,"+"
"5846","chr3L",17528455,"-"
"5847","chr3L",17546496,"+"
"5848","chr3L",17572562,"+"
"5849","chr3L",17599244,"-"
"5850","chr3L",17600747,"-"
"5851","chr3L",17616267,"-"
"5852","chr3L",17617426,"-"
"5853","chr3L",17617452,"-"
"5854","chr3L",17631675,"+"
"5855","chr3L",17644690,"-"
"5856","chr3L",17646661,"+"
"5857","chr3L",17653341,"+"
"5858","chr3L",17664413,"-"
"5859","chr3L",17668570,"-"
"5860","chr3L",17695837,"+"
"5861","chr3L",17698631,"+"
"5862","chr3L",17701009,"+"
"5863","chr3L",17721919,"+"
"5864","chr3L",17726542,"-"
"5865","chr3L",17735562,"+"
"5866","chr3L",17751795,"-"
"5867","chr3L",17779463,"-"
"5868","chr3L",17788520,"+"
"5869","chr3L",17794580,"+"
"5870","chr3L",17803177,"-"
"5871","chr3L",17842349,"-"
"5872","chr3L",17857260,"-"
"5873","chr3L",17857917,"+"
"5874","chr3L",17864672,"+"
"5875","chr3L",17875494,"-"
"5876","chr3L",17876183,"+"
"5877","chr3L",17882235,"+"
"5878","chr3L",17883871,"-"
"5879","chr3L",17894925,"+"
"5880","chr3L",17895332,"-"
"5881","chr3L",17895344,"-"
"5882","chr3L",17910740,"+"
"5883","chr3L",17912628,"-"
"5884","chr3L",17937232,"+"
"5885","chr3L",17951689,"-"
"5886","chr3L",17961676,"+"
"5887","chr3L",17963908,"+"
"5888","chr3L",17964886,"+"
"5889","chr3L",17970521,"-"
"5890","chr3L",17979118,"-"
"5891","chr3L",17985351,"+"
"5892","chr3L",17989258,"-"
"5893","chr3L",17999707,"-"
"5894","chr3L",18032783,"+"
"5895","chr3L",18032821,"+"
"5896","chr3L",18050698,"-"
"5897","chr3L",18083645,"-"
"5898","chr3L",18102418,"-"
"5899","chr3L",18125342,"+"
"5900","chr3L",18130726,"-"
"5901","chr3L",18140787,"-"
"5902","chr3L",18145455,"-"
"5903","chr3L",18156555,"-"
"5904","chr3L",18163156,"+"
"5905","chr3L",18170497,"+"
"5906","chr3L",18177848,"-"
"5907","chr3L",18193420,"-"
"5908","chr3L",18224417,"+"
"5909","chr3L",18231980,"+"
"5910","chr3L",18233637,"-"
"5911","chr3L",18235091,"-"
"5912","chr3L",18237218,"-"
"5913","chr3L",18268920,"+"
"5914","chr3L",18292798,"-"
"5915","chr3L",18318049,"+"
"5916","chr3L",18345563,"+"
"5917","chr3L",18355915,"-"
"5918","chr3L",18357345,"-"
"5919","chr3L",18381175,"-"
"5920","chr3L",18399734,"-"
"5921","chr3L",18402069,"-"
"5922","chr3L",18406275,"-"
"5923","chr3L",18414130,"-"
"5924","chr3L",18417713,"-"
"5925","chr3L",18420168,"+"
"5926","chr3L",18429872,"-"
"5927","chr3L",18451604,"-"
"5928","chr3L",18453748,"+"
"5929","chr3L",18491069,"-"
"5930","chr3L",18496514,"+"
"5931","chr3L",18497375,"+"
"5932","chr3L",18519551,"+"
"5933","chr3L",18532614,"-"
"5934","chr3L",18552353,"-"
"5935","chr3L",18573744,"+"
"5936","chr3L",18583272,"+"
"5937","chr3L",18591207,"+"
"5938","chr3L",18594004,"+"
"5939","chr3L",18596653,"+"
"5940","chr3L",18610485,"+"
"5941","chr3L",18611310,"-"
"5942","chr3L",18611395,"+"
"5943","chr3L",18614613,"+"
"5944","chr3L",18631302,"-"
"5945","chr3L",18632036,"-"
"5946","chr3L",18647918,"-"
"5947","chr3L",18651554,"+"
"5948","chr3L",18652215,"+"
"5949","chr3L",18652237,"+"
"5950","chr3L",18654357,"+"
"5951","chr3L",18658758,"-"
"5952","chr3L",18692886,"-"
"5953","chr3L",18697709,"+"
"5954","chr3L",18706399,"+"
"5955","chr3L",18706772,"+"
"5956","chr3L",18706853,"+"
"5957","chr3L",18716962,"-"
"5958","chr3L",18717112,"-"
"5959","chr3L",18745168,"+"
"5960","chr3L",18747732,"-"
"5961","chr3L",18759113,"+"
"5962","chr3L",18761338,"+"
"5963","chr3L",18761345,"-"
"5964","chr3L",18762162,"+"
"5965","chr3L",18763770,"-"
"5966","chr3L",18781084,"+"
"5967","chr3L",18787776,"-"
"5968","chr3L",18788010,"+"
"5969","chr3L",18788012,"+"
"5970","chr3L",18788016,"+"
"5971","chr3L",18798201,"-"
"5972","chr3L",18806571,"-"
"5973","chr3L",18810252,"+"
"5974","chr3L",18817823,"+"
"5975","chr3L",18830866,"-"
"5976","chr3L",18831408,"+"
"5977","chr3L",18840479,"-"
"5978","chr3L",18841867,"-"
"5979","chr3L",18853157,"+"
"5980","chr3L",18862004,"-"
"5981","chr3L",18890969,"+"
"5982","chr3L",18904109,"+"
"5983","chr3L",18906232,"-"
"5984","chr3L",18906644,"-"
"5985","chr3L",18923748,"-"
"5986","chr3L",18930702,"+"
"5987","chr3L",18945105,"-"
"5988","chr3L",18952375,"+"
"5989","chr3L",18962481,"+"
"5990","chr3L",18966117,"-"
"5991","chr3L",19019865,"-"
"5992","chr3L",19040064,"+"
"5993","chr3L",19048524,"+"
"5994","chr3L",19051662,"-"
"5995","chr3L",19077349,"+"
"5996","chr3L",19080009,"-"
"5997","chr3L",19105506,"+"
"5998","chr3L",19107718,"+"
"5999","chr3L",19108298,"-"
"6000","chr3L",19112571,"+"
"6001","chr3L",19117903,"-"
"6002","chr3L",19118433,"-"
"6003","chr3L",19126710,"+"
"6004","chr3L",19128546,"+"
"6005","chr3L",19153060,"+"
"6006","chr3L",19156904,"-"
"6007","chr3L",19158283,"-"
"6008","chr3L",19158535,"-"
"6009","chr3L",19166371,"+"
"6010","chr3L",19166749,"-"
"6011","chr3L",19172661,"-"
"6012","chr3L",19182672,"+"
"6013","chr3L",19190855,"-"
"6014","chr3L",19192881,"-"
"6015","chr3L",19199822,"+"
"6016","chr3L",19222147,"-"
"6017","chr3L",19233102,"-"
"6018","chr3L",19239990,"-"
"6019","chr3L",19241057,"+"
"6020","chr3L",19245120,"+"
"6021","chr3L",19254863,"-"
"6022","chr3L",19264866,"-"
"6023","chr3L",19277418,"+"
"6024","chr3L",19286715,"+"
"6025","chr3L",19292209,"+"
"6026","chr3L",19302960,"-"
"6027","chr3L",19345330,"-"
"6028","chr3L",19365257,"+"
"6029","chr3L",19386231,"+"
"6030","chr3L",19395057,"+"
"6031","chr3L",19395530,"-"
"6032","chr3L",19398718,"-"
"6033","chr3L",19410387,"-"
"6034","chr3L",19410970,"-"
"6035","chr3L",19437697,"-"
"6036","chr3L",19448959,"-"
"6037","chr3L",19480930,"-"
"6038","chr3L",19497251,"-"
"6039","chr3L",19499136,"-"
"6040","chr3L",19502700,"+"
"6041","chr3L",19514220,"-"
"6042","chr3L",19530366,"+"
"6043","chr3L",19579251,"-"
"6044","chr3L",19610171,"+"
"6045","chr3L",19628077,"-"
"6046","chr3L",19645635,"+"
"6047","chr3L",19645765,"+"
"6048","chr3L",19646513,"-"
"6049","chr3L",19681463,"-"
"6050","chr3L",19691197,"+"
"6051","chr3L",19701928,"+"
"6052","chr3L",19772147,"+"
"6053","chr3L",19792091,"-"
"6054","chr3L",19795718,"+"
"6055","chr3L",19808010,"+"
"6056","chr3L",19852487,"-"
"6057","chr3L",19858921,"+"
"6058","chr3L",19864484,"+"
"6059","chr3L",19868476,"-"
"6060","chr3L",19901754,"+"
"6061","chr3L",19911023,"+"
"6062","chr3L",19930640,"+"
"6063","chr3L",19938013,"+"
"6064","chr3L",19939161,"-"
"6065","chr3L",19983003,"+"
"6066","chr3L",19986168,"+"
"6067","chr3L",20005240,"-"
"6068","chr3L",20010894,"+"
"6069","chr3L",20034591,"-"
"6070","chr3L",20035208,"-"
"6071","chr3L",20043933,"+"
"6072","chr3L",20090861,"-"
"6073","chr3L",20095977,"-"
"6074","chr3L",20108967,"+"
"6075","chr3L",20113590,"-"
"6076","chr3L",20123944,"+"
"6077","chr3L",20130897,"-"
"6078","chr3L",20137410,"+"
"6079","chr3L",20141815,"+"
"6080","chr3L",20149300,"-"
"6081","chr3L",20169352,"+"
"6082","chr3L",20176507,"-"
"6083","chr3L",20188955,"-"
"6084","chr3L",20191485,"+"
"6085","chr3L",20206481,"+"
"6086","chr3L",20207371,"+"
"6087","chr3L",20213416,"-"
"6088","chr3L",20225331,"+"
"6089","chr3L",20237906,"-"
"6090","chr3L",20248502,"+"
"6091","chr3L",20257782,"+"
"6092","chr3L",20280098,"-"
"6093","chr3L",20289204,"-"
"6094","chr3L",20293845,"+"
"6095","chr3L",20320362,"-"
"6096","chr3L",20323597,"+"
"6097","chr3L",20323883,"+"
"6098","chr3L",20329375,"-"
"6099","chr3L",20358291,"+"
"6100","chr3L",20375782,"-"
"6101","chr3L",20376622,"-"
"6102","chr3L",20380986,"+"
"6103","chr3L",20413515,"+"
"6104","chr3L",20444493,"-"
"6105","chr3L",20452273,"-"
"6106","chr3L",20482105,"+"
"6107","chr3L",20512778,"-"
"6108","chr3L",20526487,"+"
"6109","chr3L",20528408,"+"
"6110","chr3L",20545750,"-"
"6111","chr3L",20549034,"-"
"6112","chr3L",20551879,"+"
"6113","chr3L",20554211,"+"
"6114","chr3L",20578795,"+"
"6115","chr3L",20578804,"+"
"6116","chr3L",20589485,"-"
"6117","chr3L",20610512,"+"
"6118","chr3L",20614001,"-"
"6119","chr3L",20614404,"+"
"6120","chr3L",20616201,"-"
"6121","chr3L",20616719,"-"
"6122","chr3L",20633719,"+"
"6123","chr3L",20638010,"+"
"6124","chr3L",20645945,"+"
"6125","chr3L",20651057,"+"
"6126","chr3L",20686961,"+"
"6127","chr3L",20721319,"+"
"6128","chr3L",20731642,"+"
"6129","chr3L",20732360,"+"
"6130","chr3L",20735358,"-"
"6131","chr3L",20742628,"+"
"6132","chr3L",20769288,"-"
"6133","chr3L",20792978,"-"
"6134","chr3L",20835896,"+"
"6135","chr3L",20844877,"-"
"6136","chr3L",20852109,"+"
"6137","chr3L",20862065,"-"
"6138","chr3L",20868507,"-"
"6139","chr3L",20869903,"+"
"6140","chr3L",20886287,"-"
"6141","chr3L",20897676,"+"
"6142","chr3L",20906012,"+"
"6143","chr3L",20906042,"+"
"6144","chr3L",20907538,"-"
"6145","chr3L",20919349,"-"
"6146","chr3L",20936511,"-"
"6147","chr3L",20951375,"-"
"6148","chr3L",20952418,"+"
"6149","chr3L",20974580,"-"
"6150","chr3L",20984628,"+"
"6151","chr3L",21020803,"-"
"6152","chr3L",21025058,"-"
"6153","chr3L",21027441,"+"
"6154","chr3L",21055435,"-"
"6155","chr3L",21055530,"+"
"6156","chr3L",21056345,"+"
"6157","chr3L",21088272,"+"
"6158","chr3L",21093484,"-"
"6159","chr3L",21097482,"+"
"6160","chr3L",21107308,"+"
"6161","chr3L",21111576,"+"
"6162","chr3L",21112190,"+"
"6163","chr3L",21149155,"+"
"6164","chr3L",21168226,"+"
"6165","chr3L",21173840,"+"
"6166","chr3L",21186897,"-"
"6167","chr3L",21187661,"-"
"6168","chr3L",21192224,"-"
"6169","chr3L",21195506,"+"
"6170","chr3L",21214543,"-"
"6171","chr3L",21215985,"+"
"6172","chr3L",21217050,"+"
"6173","chr3L",21225613,"-"
"6174","chr3L",21234838,"-"
"6175","chr3L",21258421,"+"
"6176","chr3L",21349927,"-"
"6177","chr3L",21376526,"-"
"6178","chr3L",21389127,"-"
"6179","chr3L",21394132,"-"
"6180","chr3L",21402511,"+"
"6181","chr3L",21409854,"+"
"6182","chr3L",21412905,"-"
"6183","chr3L",21441093,"-"
"6184","chr3L",21444608,"-"
"6185","chr3L",21457755,"+"
"6186","chr3L",21463266,"-"
"6187","chr3L",21467696,"-"
"6188","chr3L",21471725,"+"
"6189","chr3L",21475233,"+"
"6190","chr3L",21479834,"+"
"6191","chr3L",21499474,"+"
"6192","chr3L",21511930,"-"
"6193","chr3L",21517198,"-"
"6194","chr3L",21531890,"-"
"6195","chr3L",21537851,"+"
"6196","chr3L",21537881,"+"
"6197","chr3L",21538008,"+"
"6198","chr3L",21550310,"+"
"6199","chr3L",21554121,"+"
"6200","chr3L",21555425,"+"
"6201","chr3L",21556145,"+"
"6202","chr3L",21558285,"-"
"6203","chr3L",21564907,"-"
"6204","chr3L",21584748,"+"
"6205","chr3L",21597541,"+"
"6206","chr3L",21605050,"+"
"6207","chr3L",21621156,"-"
"6208","chr3L",21632228,"-"
"6209","chr3L",21639999,"+"
"6210","chr3L",21640389,"+"
"6211","chr3L",21668605,"-"
"6212","chr3L",21699846,"-"
"6213","chr3L",21729564,"-"
"6214","chr3L",21733584,"+"
"6215","chr3L",21750282,"+"
"6216","chr3L",21779430,"+"
"6217","chr3L",21783968,"-"
"6218","chr3L",21789848,"+"
"6219","chr3L",21795452,"-"
"6220","chr3L",21825201,"-"
"6221","chr3L",21826075,"+"
"6222","chr3L",21860483,"+"
"6223","chr3L",21865723,"+"
"6224","chr3L",21890684,"-"
"6225","chr3L",21893053,"+"
"6226","chr3L",21895161,"+"
"6227","chr3L",21907980,"-"
"6228","chr3L",21911503,"+"
"6229","chr3L",21946814,"-"
"6230","chr3L",21948026,"-"
"6231","chr3L",21966758,"-"
"6232","chr3L",21988159,"-"
"6233","chr3L",22008359,"-"
"6234","chr3L",22026192,"+"
"6235","chr3L",22030491,"+"
"6236","chr3L",22030815,"+"
"6237","chr3L",22053558,"+"
"6238","chr3L",22055451,"+"
"6239","chr3L",22084566,"+"
"6240","chr3L",22088614,"+"
"6241","chr3L",22100809,"+"
"6242","chr3L",22118488,"+"
"6243","chr3L",22138936,"-"
"6244","chr3L",22139811,"+"
"6245","chr3L",22147088,"-"
"6246","chr3L",22158161,"-"
"6247","chr3L",22160370,"-"
"6248","chr3L",22167819,"+"
"6249","chr3L",22176912,"-"
"6250","chr3L",22178628,"+"
"6251","chr3L",22211018,"-"
"6252","chr3L",22213849,"+"
"6253","chr3L",22245118,"-"
"6254","chr3L",22245123,"-"
"6255","chr3L",22247351,"-"
"6256","chr3L",22275698,"-"
"6257","chr3L",22283435,"+"
"6258","chr3L",22305548,"-"
"6259","chr3L",22315317,"-"
"6260","chr3L",22331581,"+"
"6261","chr3L",22337285,"-"
"6262","chr3L",22349714,"-"
"6263","chr3L",22353558,"-"
"6264","chr3L",22370390,"-"
"6265","chr3L",22394403,"+"
"6266","chr3L",22395657,"-"
"6267","chr3L",22423109,"+"
"6268","chr3L",22430435,"+"
"6269","chr3L",22436478,"-"
"6270","chr3L",22442285,"+"
"6271","chr3L",22497465,"-"
"6272","chr3L",22500496,"+"
"6273","chr3L",22501009,"-"
"6274","chr3L",22505530,"-"
"6275","chr3L",22510242,"+"
"6276","chr3L",22518660,"+"
"6277","chr3L",22520880,"+"
"6278","chr3L",22525563,"+"
"6279","chr3L",22527370,"+"
"6280","chr3L",22553992,"-"
"6281","chr3L",22567984,"-"
"6282","chr3L",22578511,"+"
"6283","chr3L",22585513,"-"
"6284","chr3L",22592539,"-"
"6285","chr3L",22592799,"-"
"6286","chr3L",22603169,"+"
"6287","chr3L",22613694,"+"
"6288","chr3L",22620365,"-"
"6289","chr3L",22631370,"+"
"6290","chr3L",22645269,"+"
"6291","chr3L",22652074,"-"
"6292","chr3L",22667968,"+"
"6293","chr3L",22669678,"+"
"6294","chr3L",22686350,"+"
"6295","chr3L",22720127,"+"
"6296","chr3L",22735504,"-"
"6297","chr3L",22751923,"-"
"6298","chr3L",22802231,"+"
"6299","chr3L",22834387,"+"
"6300","chr3L",22868098,"-"
"6301","chr3L",22882483,"+"
"6302","chr3L",22883267,"-"
"6303","chr3L",22890640,"+"
"6304","chr3L",22932698,"+"
"6305","chr3L",22934604,"-"
"6306","chr3L",22936388,"+"
"6307","chr3L",22936665,"+"
"6308","chr3L",22944479,"-"
"6309","chr3L",22952590,"+"
"6310","chr3L",22953837,"+"
"6311","chr3L",22955692,"+"
"6312","chr3L",22977035,"-"
"6313","chr3L",22980796,"-"
"6314","chr3L",22982569,"-"
"6315","chr3L",22991276,"+"
"6316","chr3L",22993421,"-"
"6317","chr3L",23000692,"-"
"6318","chr3L",23001216,"+"
"6319","chr3L",23005067,"-"
"6320","chr3L",23024703,"+"
"6321","chr3L",23025095,"+"
"6322","chr3L",23033059,"+"
"6323","chr3L",23033470,"+"
"6324","chr3L",23044421,"-"
"6325","chr3L",23049330,"-"
"6326","chr3L",23063263,"-"
"6327","chr3L",23070644,"-"
"6328","chr3L",23072533,"+"
"6329","chr3L",23080158,"+"
"6330","chr3L",23082989,"+"
"6331","chr3L",23086231,"-"
"6332","chr3L",23115430,"-"
"6333","chr3L",23116256,"-"
"6334","chr3L",23134992,"+"
"6335","chr3L",23141555,"+"
"6336","chr3L",23147276,"-"
"6337","chr3L",23165783,"+"
"6338","chr3L",23178179,"+"
"6339","chr3L",23178186,"+"
"6340","chr3L",23180596,"+"
"6341","chr3L",23182483,"+"
"6342","chr3L",23199103,"+"
"6343","chr3L",23205841,"+"
"6344","chr3L",23207576,"-"
"6345","chr3L",23243682,"+"
"6346","chr3L",23246052,"-"
"6347","chr3L",23246341,"+"
"6348","chr3L",23255874,"-"
"6349","chr3L",23270860,"-"
"6350","chr3L",23271390,"-"
"6351","chr3L",23275117,"+"
"6352","chr3L",23276174,"+"
"6353","chr3L",23282620,"+"
"6354","chr3L",23301357,"-"
"6355","chr3L",23305788,"-"
"6356","chr3L",23307783,"-"
"6357","chr3L",23310937,"-"
"6358","chr3L",23320922,"+"
"6359","chr3L",23324588,"-"
"6360","chr3L",23365459,"-"
"6361","chr3L",23390769,"-"
"6362","chr3L",23393673,"-"
"6363","chr3L",23403871,"+"
"6364","chr3L",23442916,"+"
"6365","chr3L",23455148,"+"
"6366","chr3L",23460341,"-"
"6367","chr3L",23465806,"+"
"6368","chr3L",23474380,"-"
"6369","chr3L",23488379,"+"
"6370","chr3L",23489385,"-"
"6371","chr3L",23501178,"+"
"6372","chr3L",23504462,"-"
"6373","chr3L",23519166,"-"
"6374","chr3L",23523550,"-"
"6375","chr3L",23537196,"+"
"6376","chr3L",23554846,"-"
"6377","chr3L",23562627,"+"
"6378","chr3L",23567681,"+"
"6379","chr3L",23576013,"-"
"6380","chr3L",23593008,"-"
"6381","chr3L",23595464,"-"
"6382","chr3L",23613692,"+"
"6383","chr3L",23634244,"-"
"6384","chr3L",23645429,"+"
"6385","chr3L",23651641,"-"
"6386","chr3L",23654364,"+"
"6387","chr3L",23661731,"-"
"6388","chr3L",23671154,"+"
"6389","chr3L",23675496,"-"
"6390","chr3L",23684683,"+"
"6391","chr3L",23708602,"+"
"6392","chr3L",23717510,"-"
"6393","chr3L",23754371,"+"
"6394","chr3L",23757774,"-"
"6395","chr3L",23758205,"-"
"6396","chr3L",23778878,"+"
"6397","chr3L",23809782,"-"
"6398","chr3L",23827950,"-"
"6399","chr3L",23829885,"-"
"6400","chr3L",23830728,"-"
"6401","chr3L",23843383,"+"
"6402","chr3L",23860828,"-"
"6403","chr3L",23865232,"-"
"6404","chr3L",23866997,"-"
"6405","chr3L",23869514,"-"
"6406","chr3L",23869709,"-"
"6407","chr3L",23877235,"+"
"6408","chr3L",23894707,"+"
"6409","chr3L",23894793,"+"
"6410","chr3L",23903599,"+"
"6411","chr3L",23903637,"+"
"6412","chr3L",23904717,"+"
"6413","chr3L",23915672,"-"
"6414","chr3L",23921789,"-"
"6415","chr3L",23923411,"+"
"6416","chr3L",23927426,"-"
"6417","chr3L",23937085,"-"
"6418","chr3L",23942607,"-"
"6419","chr3L",23958081,"-"
"6420","chr3L",23976452,"-"
"6421","chr3L",23984088,"+"
"6422","chr3L",23992013,"+"
"6423","chr3L",23999082,"-"
"6424","chr3L",24008286,"+"
"6425","chr3L",24014588,"-"
"6426","chr3L",24033430,"+"
"6427","chr3L",24037645,"-"
"6428","chr3L",24038481,"-"
"6429","chr3L",24042086,"+"
"6430","chr3L",24042157,"-"
"6431","chr3L",24043908,"+"
"6432","chr3L",24044555,"+"
"6433","chr3L",24066470,"+"
"6434","chr3L",24072583,"+"
"6435","chr3L",24072662,"+"
"6436","chr3L",24076225,"-"
"6437","chr3L",24078724,"-"
"6438","chr3L",24082158,"-"
"6439","chr3L",24089294,"+"
"6440","chr3L",24095919,"-"
"6441","chr3L",24107383,"-"
"6442","chr3L",24139136,"-"
"6443","chr3L",24146115,"+"
"6444","chr3L",24165423,"-"
"6445","chr3L",24165910,"-"
"6446","chr3L",24227303,"+"
"6447","chr3L",24235188,"+"
"6448","chr3L",24242800,"-"
"6449","chr3L",24249430,"+"
"6450","chr3L",24255263,"-"
"6451","chr3L",24257424,"-"
"6452","chr3L",24287632,"-"
"6453","chr3L",24288296,"-"
"6454","chr3L",24288680,"+"
"6455","chr3L",24312571,"+"
"6456","chr3L",24312846,"-"
"6457","chr3L",24313702,"-"
"6458","chr3L",24391053,"-"
"6459","chr3L",24396760,"-"
"6460","chr3L",24410320,"+"
"6461","chr3L",24424535,"+"
"6462","chr3L",24437422,"+"
"6463","chr3L",24444478,"-"
"6464","chr3L",24446596,"+"
"6465","chr3L",24476363,"+"
"6466","chr3L",24477392,"+"
"6467","chr3L",24481423,"-"
"6468","chr3L",24490126,"-"
"6469","chr3L",24495473,"-"
"6470","chr3L",24505233,"-"
"6471","chr3L",24515723,"-"
"6472","chr3L",24519732,"-"
"6473","chr3L",24520069,"-"
"6474","chr3L",24521438,"+"
"6475","chr3L",24523853,"-"
"6476","chr3L",24526526,"-"
"6477","chr3L",24527496,"-"
"6478","chr3L",24532889,"-"
"6479","chr3L",24536198,"-"
"6480","chr3L",24537291,"-"
"6481","chr3L",24538500,"+"
"6482","chr3L",24539483,"-"
"6483","chr3L",24540566,"-"
"6484","chr3L",24543136,"+"
"6485","chr3L",24552308,"+"
"6486","chr3L",24553630,"+"
"6487","chr3L",24564880,"+"
"6488","chr3L",24600030,"-"
"6489","chr3L",24603338,"-"
"6490","chr3L",24604485,"-"
"6491","chr3L",24604891,"-"
"6492","chr3L",24605455,"-"
"6493","chr3L",24605877,"-"
"6494","chr3L",24605932,"-"
"6495","chr3L",24606225,"-"
"6496","chr3L",24606575,"-"
"6497","chr3L",24606703,"-"
"6498","chr3L",24606929,"-"
"6499","chr3L",24606983,"-"
"6500","chr3L",24607056,"-"
"6501","chr3L",24607209,"-"
"6502","chr3L",24607335,"-"
"6503","chr3L",24607408,"-"
"6504","chr3L",24607627,"-"
"6505","chr3L",24607681,"-"
"6506","chr3L",24607903,"-"
"6507","chr3L",24608324,"-"
"6508","chr3L",24608441,"-"
"6509","chr3L",24608452,"-"
"6510","chr3L",24608631,"+"
"6511","chr3L",24608678,"-"
"6512","chr3L",24608732,"-"
"6513","chr3L",24608923,"-"
"6514","chr3L",24608959,"-"
"6515","chr3L",24608972,"+"
"6516","chr3L",24609031,"-"
"6517","chr3L",24609085,"-"
"6518","chr3L",24609152,"-"
"6519","chr3L",24609275,"-"
"6520","chr3L",24609325,"+"
"6521","chr3L",24609337,"+"
"6522","chr3L",24609438,"-"
"6523","chr3L",24610366,"+"
"6524","chr3L",24610413,"-"
"6525","chr3L",24610707,"+"
"6526","chr3L",24610818,"+"
"6527","chr3L",24611075,"+"
"6528","chr3L",24612133,"+"
"6529","chr3L",24612811,"+"
"6530","chr3L",24613860,"+"
"6531","chr3L",24614203,"+"
"6532","chr3L",24618529,"-"
"6533","chr3L",24618754,"-"
"6534","chr3L",24619453,"-"
"6535","chr3L",24619806,"-"
"6536","chr3L",24620087,"-"
"6537","chr3L",24620715,"+"
"6538","chr3L",24621081,"+"
"6539","chr3L",24621127,"-"
"6540","chr3L",24621136,"+"
"6541","chr3L",24621181,"-"
"6542","chr3L",24621415,"+"
"6543","chr3L",24621474,"-"
"6544","chr3L",24621780,"+"
"6545","chr3L",24622114,"+"
"6546","chr3L",24622173,"-"
"6547","chr3L",24622813,"+"
"6548","chr3L",24623178,"+"
"6549","chr3L",24623225,"-"
"6550","chr3L",24623279,"-"
"6551","chr3L",24623518,"+"
"6552","chr3L",24623530,"+"
"6553","chr3L",24623577,"-"
"6554","chr3L",24623854,"+"
"6555","chr3L",24623984,"+"
"6556","chr3L",24624616,"-"
"6557","chr3L",24624732,"-"
"6558","chr3L",24624743,"-"
"6559","chr3L",24624909,"+"
"6560","chr3L",24624967,"-"
"6561","chr3L",24624968,"-"
"6562","chr3L",24625314,"-"
"6563","chr3L",24625589,"-"
"6564","chr3L",24625602,"+"
"6565","chr3L",24626011,"-"
"6566","chr3L",24626317,"+"
"6567","chr3L",24627347,"+"
"6568","chr3L",24628023,"+"
"6569","chr3L",24628359,"+"
"6570","chr3L",24628418,"-"
"6571","chr3L",24628725,"+"
"6572","chr3L",24629097,"+"
"6573","chr3L",24629430,"+"
"6574","chr3L",24629771,"+"
"6575","chr3L",24629783,"+"
"6576","chr3L",24631155,"+"
"6577","chr3L",24631319,"-"
"6578","chr3L",24631497,"+"
"6579","chr3L",24631509,"+"
"6580","chr3L",24633577,"+"
"6581","chr3L",24641613,"-"
