chr,coordinate,strand,IPD_ratio,frac,fracLow,fracUp
Chr3,11505861,+,4.81,1,0.864,1
Chr3,11508007,-,3.21,1,1,1
Chr3,11512228,-,5.22,1,0.853,1
Chr3,11519409,+,3.47,0.994,0.812,1
Chr3,11523393,+,4.93,1,0.766,1
Chr3,11537078,+,5.65,1,0.918,1
Chr3,11542472,+,3.41,1,1,1
Chr3,11542511,+,3.42,0.985,0.787,0.998
Chr3,11542550,+,3.58,1,1,1
Chr3,11542650,-,3.66,1,0.729,1
Chr3,11543390,+,3.53,1,0.841,1
Chr3,11544417,+,3.46,0.92,0.702,1
Chr3,11544804,-,3.45,1,1,1
Chr3,11549126,-,5.1,1,0.901,1
Chr3,11549610,+,3.06,1,0.962,1
Chr3,11550448,+,4.68,0.952,0.744,1
Chr3,11562328,+,2.87,0.887,0.706,1
Chr3,11563302,+,1.71,0.223,0.093,0.353
Chr3,11563784,+,4.27,0.997,0.997,0.998
Chr3,11563883,+,2.59,0.454,0.305,0.603
Chr3,11565003,-,4.98,1,0.934,1
Chr3,11566125,+,5.93,0.949,0.829,1
Chr3,11567639,-,4.04,0.909,0.731,1
Chr3,11573753,+,4.07,1,0.755,1
Chr3,11574493,+,2.59,0.992,0.988,0.999
Chr3,11576741,-,4.38,1,0.772,1
Chr3,11576808,+,2.32,0.992,0.732,1
Chr3,11578522,+,3.27,1,0.847,1
Chr3,11579342,-,3.58,1,1,1
Chr3,11585811,-,3.95,0.997,0.804,1
Chr3,11586126,-,5.81,1,0.926,1
Chr3,11617209,+,6.86,1,0.959,1
Chr3,11656059,+,5.81,0.968,0.763,1
Chr3,11656452,+,2.16,0.631,0.484,0.758
Chr3,11656946,-,4.72,1,1,1
Chr3,11662443,+,3.35,1,0.765,1
Chr3,11675999,+,3.52,1,0.787,1
Chr3,11676710,-,4.38,1,1,1
Chr3,11676860,-,6.73,0.993,0.706,1
Chr3,11684389,-,2.95,1,1,1
Chr3,11686611,-,1.79,0.34,0.225,0.472
Chr3,11688824,-,4.64,1,0.981,1
Chr3,11690256,+,2.99,0.983,0.715,1
Chr3,11693332,-,2.21,1,0.755,1
Chr3,11695268,-,2.91,1,1,1
Chr3,11696340,-,3.94,1,1,1
Chr3,11696620,+,4.14,0.971,0.731,1
Chr3,11697318,-,6.13,0.965,0.719,0.997
Chr3,11711149,+,3.65,0.99,0.857,1
Chr3,11723782,+,7.01,1,0.811,1
Chr3,11730056,-,3.32,0.998,0.806,1
Chr3,11749393,-,5.63,0.93,0.701,1
Chr3,11753743,-,6.2,1,0.978,1
Chr3,11754187,+,2.99,0.984,0.715,1
Chr3,11756736,+,2.15,0.946,0.732,1
Chr3,11766596,-,3.26,0.986,0.768,1
Chr3,11768391,+,3.92,1,1,1
Chr3,11768394,-,3.15,0.986,0.801,1
Chr3,11771868,-,3.87,0.938,0.723,1
Chr3,11774874,-,4.38,1,1,1
Chr3,11775124,+,4.74,0.986,0.797,1
Chr3,11775129,-,4.02,0.97,0.78,1
Chr3,11779599,+,2.72,1,0.727,1
Chr3,11782308,+,3.14,0.983,0.729,1
Chr3,11784063,-,3.57,1,0.857,1
Chr3,11785935,+,4.34,0.999,0.755,1
Chr3,11799488,+,1.7,0.666,0.607,0.815
Chr3,11800208,+,3.05,0.963,0.732,0.999
Chr3,11801039,-,4.86,0.985,0.82,1
Chr3,11841135,+,3.96,1,1,1
Chr3,11842155,-,4.12,1,1,1
Chr3,11891777,+,4.06,1,0.922,1
Chr3,11895427,-,3.61,1,0.797,1
Chr3,11895441,-,4.9,1,0.873,1
Chr3,11896132,-,2.48,1,0.784,1
Chr3,11904739,-,2.54,0.99,0.985,1
Chr3,11915891,-,3.54,1,0.781,1
Chr3,11917324,-,2.53,1,0.911,1
Chr3,11976370,+,4.4,1,0.726,1
Chr3,11980117,+,3.9,1,1,1
Chr3,11981171,-,4.29,0.991,0.792,0.994
Chr3,11999081,+,3.78,0.985,0.72,1
Chr3,12003074,-,3.27,1,0.783,1
Chr3,12007406,-,5.43,0.983,0.755,1
Chr3,12011204,+,3.34,1,1,1
Chr3,12023682,-,6.25,1,0.999,1
Chr3,12026463,-,3.77,1,0.945,1
Chr3,12027328,+,12.69,0.999,0.85,1
Chr3,12037287,+,7.03,1,1,1
Chr3,12056764,-,5.5,0.966,0.716,1
Chr3,12059642,-,2.89,0.995,0.993,1
Chr3,12060017,+,6.03,1,0.919,1
Chr3,12061173,+,3.35,1,0.764,1
Chr3,12064690,+,3.88,1,0.849,1
Chr3,12068287,+,4.05,1,0.806,1
Chr3,12069760,+,5.13,0.998,0.913,1
Chr3,12093271,+,1.59,0.23,0.096,0.372
Chr3,12094858,+,1.53,0.167,0.015,0.298
Chr3,12095524,+,1.78,0.312,0.171,0.442
Chr3,12095644,-,1.78,0.271,0.147,0.385
Chr3,12096063,+,1.87,0.572,0.405,0.688
Chr3,12096070,+,1.58,0.191,0.073,0.304
Chr3,12096340,+,2.95,0.575,0.435,0.732
Chr3,12096750,+,3.56,0.986,0.873,1
Chr3,12097039,+,2.11,0.443,0.314,0.591
Chr3,12097077,+,4.32,0.953,0.809,1
Chr3,12097202,-,1.67,0.174,0.066,0.304
Chr3,12097338,+,1.61,0.2,0.084,0.311
Chr3,12097629,-,2.2,0.356,0.2,0.485
Chr3,12097739,+,2,0.433,0.284,0.558
Chr3,12097811,+,3.83,0.881,0.727,0.998
Chr3,12098327,+,1.67,0.285,0.131,0.417
Chr3,12098405,+,10.4,0.997,0.997,0.999
Chr3,12098410,-,16.38,1,1,1
Chr3,12099132,+,2.41,0.646,0.483,0.768
Chr3,12099564,+,1.81,0.28,0.157,0.404
Chr3,12099997,+,3.16,0.677,0.543,0.816
Chr3,12100064,-,1.87,0.245,0.098,0.388
Chr3,12104545,-,2.84,0.995,0.993,1
Chr3,12108337,+,2.56,0.723,0.593,0.872
Chr3,12110753,+,3.8,1,0.732,1
Chr3,12110762,-,8.82,0.995,0.803,1
Chr3,12117740,-,2.03,0.999,0.827,1
Chr3,12131554,+,5.41,1,1,1
Chr3,12132491,+,4.87,1,1,1
Chr3,12135096,+,1.83,0.899,0.844,0.948
Chr3,12140256,+,6.39,0.919,0.829,0.966
Chr3,12146199,+,2.35,1,0.866,1
Chr3,12146235,-,7.54,1,1,1
Chr3,12146910,+,3.38,1,0.751,1
Chr3,12147033,-,3.19,1,0.947,1
Chr3,12151729,+,1.8,1,1,1
Chr3,12152617,+,5.7,1,0.852,1
Chr3,12155855,-,4,0.937,0.73,1
Chr3,12166313,-,6.22,1,0.867,1
Chr3,12177100,-,2.86,1,0.843,1
Chr3,12180853,+,5.04,0.989,0.782,1
Chr3,12182552,-,3.78,1,0.957,1
Chr3,12183054,-,4.32,0.993,0.858,0.996
Chr3,12184365,-,7.45,0.993,0.991,0.998
Chr3,12185071,-,3.92,0.995,0.977,1
Chr3,12185665,+,2.66,0.998,0.775,1
Chr3,12186706,-,4.5,0.985,0.796,1
Chr3,12187759,+,6.07,1,0.874,1
Chr3,12189509,+,2.63,1,0.927,1
Chr3,12191211,+,4.99,1,1,1
Chr3,12191216,-,3.09,0.995,0.907,1
Chr3,12191267,+,5.33,0.998,0.873,1
Chr3,12191508,+,6.56,0.962,0.865,0.996
Chr3,12199323,-,2.67,1,0.827,1
Chr3,12202390,-,3.28,1,1,1
Chr3,12203703,+,3.65,0.993,0.754,0.999
Chr3,12204880,+,4.53,1,0.886,1
Chr3,12228198,-,3.28,0.986,0.966,1
Chr3,12230601,+,6.56,0.996,0.831,1
Chr3,12232475,+,3.41,1,0.763,1
Chr3,12232805,-,3.52,1,0.874,1
Chr3,12244473,+,3.25,1,0.727,1
Chr3,12250138,+,5.63,0.98,0.793,1
Chr3,12251001,+,2.15,0.326,0.186,0.45
Chr3,12251730,-,2.39,1,0.764,1
Chr3,12251769,+,2.19,0.334,0.207,0.503
Chr3,12253899,+,1.9,0.337,0.207,0.477
Chr3,12263149,-,11.15,1,1,1
Chr3,12263564,-,2,0.404,0.282,0.562
Chr3,12271793,+,4.89,1,1,1
Chr3,12282212,+,3.62,0.997,0.99,1
Chr3,12284929,+,5.77,0.965,0.766,1
Chr3,12288130,-,2.84,0.964,0.709,1
Chr3,12288442,+,4.07,1,0.733,1
Chr3,12288726,+,3.67,0.986,0.725,1
Chr3,12289250,+,3.42,1,0.79,1
Chr3,12290033,+,3.72,0.998,0.997,1
Chr3,12291086,+,6.47,1,1,1
Chr3,12292197,-,12.81,1,0.986,1
Chr3,12292711,-,3.7,1,0.804,1
Chr3,12295531,-,6.52,1,0.952,1
Chr3,12296112,-,5.58,1,0.843,1
Chr3,12296526,+,4.24,1,0.865,1
Chr3,12306712,-,6.87,0.966,0.882,0.988
Chr3,12316208,-,3.42,0.908,0.719,1
Chr3,12316410,-,5.95,1,0.965,1
Chr3,12322989,-,2.04,0.995,0.909,1
Chr3,12323206,+,3.72,0.984,0.746,1
Chr3,12341047,+,5.24,0.984,0.719,1
Chr3,12343023,-,3.4,1,0.855,1
Chr3,12353354,-,7.82,1,0.97,1
Chr3,12364720,+,2.67,0.985,0.744,0.991
Chr3,12366825,+,1.78,0.575,0.47,0.683
Chr3,12367892,-,2.06,0.996,0.97,1
Chr3,12378924,-,8.35,0.992,0.853,1
Chr3,12446262,+,3.67,1,1,1
Chr3,12452645,-,3.74,0.908,0.711,1
Chr3,12456137,-,1.75,0.719,0.664,0.786
Chr3,12461313,+,6.91,0.985,0.818,1
Chr3,12461322,-,5.53,0.947,0.858,0.97
Chr3,12462955,+,3.21,0.97,0.759,0.982
Chr3,12464274,-,2.95,0.966,0.759,1
Chr3,12464354,+,4.46,1,1,1
Chr3,12464813,+,2.31,0.96,0.714,1
Chr3,12465504,+,2.27,0.737,0.625,0.877
Chr3,12465512,+,3.21,1,0.84,1
Chr3,12465542,+,4.69,1,0.788,1
Chr3,12465654,+,4.5,1,1,1
Chr3,12468112,-,4.24,0.959,0.759,1
Chr3,12470206,+,2.31,1,0.788,1
Chr3,12470236,-,8.17,1,0.865,1
Chr3,12470634,-,5.26,1,0.982,1
Chr3,12471355,-,2.51,0.985,0.782,1
Chr3,12471639,+,3.51,0.964,0.744,1
Chr3,12476670,+,2.23,0.984,0.79,1
Chr3,12480184,+,10.6,0.928,0.896,0.956
Chr3,12480189,-,3.12,1,0.715,1
Chr3,12480556,+,3.59,1,0.813,1
Chr3,12482389,-,4.61,1,1,1
Chr3,12482822,+,3.58,0.932,0.707,0.997
Chr3,12483314,+,3.62,0.983,0.777,1
Chr3,12483638,+,3.72,0.938,0.721,1
Chr3,12496773,+,7.32,0.98,0.757,1
Chr3,12500829,-,4.51,1,0.878,1
Chr3,12511542,+,5.34,1,1,1
Chr3,12512351,+,3.45,0.981,0.702,1
Chr3,12512394,+,4.36,1,0.75,1
Chr3,12512399,-,4.82,0.917,0.716,1
Chr3,12512454,+,5.77,0.998,0.965,1
Chr3,12517383,+,4.04,1,0.774,1
Chr3,12517692,-,2.97,1,0.812,1
Chr3,12520861,+,4.45,0.94,0.743,1
Chr3,12523442,+,2.97,1,0.943,1
Chr3,12527301,-,1.85,0.9,0.71,0.994
Chr3,12529118,+,3.52,1,0.819,1
Chr3,12529200,-,6.44,0.977,0.765,1
Chr3,12533160,+,5.26,1,1,1
Chr3,12539977,-,3.39,1,1,1
Chr3,12542216,-,4.07,1,0.83,1
Chr3,12542248,-,3.87,1,0.728,1
Chr3,12542371,+,2.56,1,1,1
Chr3,12549611,+,4.74,0.979,0.828,1
Chr3,12551108,+,2.68,0.435,0.289,0.563
Chr3,12551379,-,3.5,0.96,0.769,1
Chr3,12551387,-,3.83,0.983,0.826,1
Chr3,12551768,+,3.69,0.946,0.779,1
Chr3,12552913,-,2.66,0.936,0.726,1
Chr3,12553846,+,3.75,0.886,0.753,1
Chr3,12553851,-,4.65,1,0.894,1
Chr3,12553965,-,2.01,0.421,0.274,0.563
Chr3,12554658,-,1.51,0.143,0.016,0.264
Chr3,12554791,+,2.08,0.296,0.148,0.427
Chr3,12555126,+,4.42,0.85,0.71,1
Chr3,12559316,-,13.78,1,0.976,1
Chr3,12570526,+,6.94,1,0.913,1
Chr3,12572586,-,2.79,0.991,0.93,1
Chr3,12576598,+,2.72,0.922,0.743,1
Chr3,12576820,-,2.86,1,1,1
Chr3,12587687,+,3.54,1,1,1
Chr3,12590559,-,4.73,1,0.85,1
Chr3,12592573,-,4,1,0.934,1
Chr3,12592654,-,4.57,1,0.938,1
Chr3,12602702,+,4.09,1,0.95,1
Chr3,12603273,-,6.32,1,0.859,1
Chr3,12603734,+,3.85,0.993,0.825,0.998
Chr3,12608454,-,10.68,0.985,0.718,1
Chr3,12610682,-,4.56,0.983,0.759,1
Chr3,12613320,+,3.47,0.904,0.709,1
Chr3,12614498,+,2.52,0.999,0.724,1
Chr3,12614810,+,2.95,1,0.846,1
Chr3,12614823,-,2.51,0.997,0.995,1
Chr3,12616223,-,2.82,0.937,0.728,1
Chr3,12616311,+,3.9,0.992,0.854,0.995
Chr3,12616432,+,5.06,0.9,0.693,0.967
Chr3,12616919,-,5.47,1,0.868,1
Chr3,12617147,+,4.61,1,1,1
Chr3,12618946,+,5.17,0.967,0.796,1
Chr3,12618950,+,3.68,1,0.893,1
Chr3,12618955,-,6.38,0.938,0.78,1
Chr3,12621774,+,3.53,0.998,0.812,1
Chr3,12628329,+,3.25,1,0.793,1
Chr3,12628577,+,2.94,1,0.798,1
Chr3,12628705,-,5.33,0.964,0.785,1
Chr3,12629754,+,5.12,1,1,1
Chr3,12635112,+,5.18,0.973,0.711,1
Chr3,12635125,-,4.69,0.99,0.775,1
Chr3,12635856,-,6.21,0.999,0.91,1
Chr3,12637492,+,3.65,1,0.89,1
Chr3,12642366,-,1.61,0.514,0.357,0.656
Chr3,12644623,-,3.86,1,0.852,1
Chr3,12645168,+,5.39,1,0.824,1
Chr3,12645173,-,3.76,0.974,0.866,1
Chr3,12645753,-,4.82,1,0.785,1
Chr3,12648570,+,2.13,0.601,0.531,0.714
Chr3,12650630,+,4.08,1,0.886,1
Chr3,12709178,+,4.25,1,0.8,1
Chr3,12709346,-,6.29,1,0.856,1
Chr3,12711661,-,2.01,1,0.741,1
Chr3,12731392,-,3.32,1,0.772,1
Chr3,12736315,-,3.81,0.997,0.818,1
Chr3,12741460,+,3.49,1,0.852,1
Chr3,12742511,+,3.56,1,0.836,1
Chr3,12742628,+,3.11,1,0.76,1
Chr3,12743619,+,2.62,1,1,1
Chr3,12748448,+,7.56,1,0.9,1
Chr3,12748457,-,7.59,0.988,0.83,1
Chr3,12749860,+,6.2,1,0.733,1
Chr3,12750475,+,5.49,1,0.817,1
Chr3,12751670,-,3.22,1,0.766,1
Chr3,12751797,+,9.71,1,1,1
Chr3,12751802,-,5.62,1,1,1
Chr3,12752752,+,4.24,1,1,1
Chr3,12754171,-,3.12,1,0.774,1
Chr3,12755846,+,2.94,1,1,1
Chr3,12758009,+,5.17,1,0.926,1
Chr3,12773674,-,5.89,0.984,0.767,1
Chr3,12778505,-,5.6,1,0.82,1
Chr3,12868490,+,10.48,1,1,1
Chr3,12870272,+,4.14,0.999,0.986,1
Chr3,12973393,-,3.68,0.89,0.715,1
Chr3,12973491,-,1.9,0.358,0.25,0.474
Chr3,12975875,+,3.95,1,0.884,1
Chr3,12978177,+,3.71,0.965,0.701,1
Chr3,12978218,+,6.31,1,0.853,1
Chr3,13205839,-,2.19,0.331,0.191,0.489
Chr3,13205977,-,1.97,0.353,0.218,0.504
Chr3,13206038,-,1.5,0.627,0.485,0.783
Chr3,13206044,-,2.13,0.381,0.246,0.533
Chr3,13206246,+,1.89,0.269,0.153,0.399
Chr3,13206414,+,2.48,0.634,0.471,0.766
Chr3,13206418,+,3.66,0.679,0.554,0.831
Chr3,13206423,-,3,0.877,0.717,1
Chr3,13206427,-,1.8,0.273,0.125,0.413
Chr3,13206475,+,2.51,0.499,0.374,0.623
Chr3,13206666,-,2.23,0.389,0.264,0.492
Chr3,13206874,+,1.7,0.327,0.174,0.474
Chr3,13206981,-,2.22,0.404,0.28,0.563
Chr3,13207471,+,2.86,0.914,0.746,1
Chr3,13207628,+,2.5,0.353,0.219,0.477
Chr3,13207679,+,3.35,1,0.863,1
Chr3,13207684,-,1.58,0.19,0.098,0.292
Chr3,13207791,+,2.35,0.418,0.29,0.562
Chr3,13207944,+,4.81,0.992,0.991,0.996
Chr3,13207949,-,4.24,0.948,0.837,1
Chr3,13208504,+,1.79,0.882,0.742,0.926
Chr3,13208536,+,2.4,0.877,0.726,1
Chr3,13208686,-,2.67,0.849,0.702,0.985
Chr3,13208717,+,2.42,0.615,0.477,0.765
Chr3,13208762,+,1.98,0.415,0.272,0.554
Chr3,13208830,+,1.41,0.544,0.498,0.592
Chr3,13208934,+,1.86,0.442,0.292,0.59
Chr3,13209099,+,2.29,0.317,0.227,0.463
Chr3,13209265,-,2.24,0.488,0.362,0.632
Chr3,13209455,-,2.12,0.274,0.151,0.398
Chr3,13209903,-,1.63,0.853,0.767,0.87
Chr3,13209946,-,1.74,0.256,0.123,0.393
Chr3,13210026,+,2.3,0.517,0.384,0.653
Chr3,13210034,+,1.65,0.435,0.319,0.51
Chr3,13210095,-,2.08,0.381,0.24,0.527
Chr3,13210644,-,2.69,0.609,0.464,0.731
Chr3,13210982,+,2.4,0.934,0.746,1
Chr3,13211412,-,2.1,0.359,0.235,0.503
Chr3,13211825,-,5.7,1,0.928,1
Chr3,13212074,+,10.66,1,0.986,1
Chr3,13212646,+,4.32,0.694,0.545,0.839
Chr3,13258021,-,4.26,1,1,1
Chr3,13494507,-,3.91,1,1,1
Chr3,13498350,-,4.82,1,0.931,1
Chr3,13500321,+,1.66,0.754,0.677,0.833
Chr3,13500374,-,1.9,0.643,0.557,0.728
Chr3,13502871,-,1.82,0.646,0.553,0.747
Chr3,13509674,+,3.83,1,0.785,1
Chr3,13509706,+,4.41,1,0.838,1
Chr3,13532460,+,2.62,0.995,0.78,0.996
Chr3,13542494,+,6.87,1,1,1
Chr3,13558527,-,4.96,1,0.851,1
Chr3,13563393,-,3.39,0.893,0.703,1
Chr3,13564720,+,1.79,0.314,0.189,0.406
Chr3,13566784,+,2.11,0.311,0.157,0.452
Chr3,13568783,-,7.63,0.986,0.825,0.996
Chr3,13570016,-,3.22,1,0.727,1
Chr3,13589997,+,1.51,0.175,0.077,0.267
Chr3,13590183,+,2.01,0.204,0.105,0.316
Chr3,13590545,-,1.52,0.17,0.114,0.233
Chr3,13591259,-,1.42,0.442,0.323,0.488
Chr3,13591791,-,1.52,0.169,0.055,0.282
Chr3,13591963,+,1.8,0.296,0.207,0.393
Chr3,14045596,-,3.79,0.984,0.719,1
Chr3,14048248,-,9,0.998,0.996,1
Chr3,14050211,-,2.82,0.999,0.728,1
Chr3,14060178,+,2.98,1,0.744,1
Chr3,14080094,-,4.21,1,0.881,1
Chr3,14087779,-,9.31,0.968,0.793,1
Chr3,14089288,+,4.62,1,0.795,1
Chr3,14100510,+,3.59,1,0.928,1
Chr3,14102251,-,4.38,1,0.749,1
Chr3,14102893,-,3.01,1,0.793,1
Chr3,14104595,-,5.34,1,0.927,1
Chr3,14108627,+,3.5,0.985,0.728,1
Chr3,14113059,+,6.64,1,0.752,1
Chr3,14113734,-,3.55,1,0.854,1
Chr3,14115725,+,5.45,0.991,0.988,0.998
Chr3,14116400,-,3.8,1,0.705,1
Chr3,14157680,+,3.15,1,0.81,1
Chr3,14158931,+,4.03,1,0.837,1
Chr3,14165392,+,3.72,1,0.94,1
Chr3,14168608,+,4.91,1,0.904,1
Chr3,14169448,+,5.42,0.986,0.718,1
Chr3,14192928,+,2.46,0.377,0.359,0.396
Chr3,14192941,+,2.03,0.458,0.429,0.486
Chr3,14192963,+,3.1,0.887,0.863,0.906
Chr3,14192976,-,1.51,0.054,0.039,0.076
Chr3,14193332,-,1.35,0.103,0.091,0.115
Chr3,14193496,-,1.29,0.091,0.078,0.106
Chr3,14193578,-,1.37,0.115,0.108,0.131
Chr3,14193756,-,2.45,0.529,0.512,0.549
Chr3,14193764,+,1.69,0.229,0.211,0.253
Chr3,14193784,+,1.59,0.207,0.194,0.226
Chr3,14193808,-,1.55,0.209,0.198,0.225
Chr3,14193859,-,1.58,0.172,0.16,0.188
Chr3,14193866,+,1.66,0.193,0.179,0.209
Chr3,14193883,+,1.8,0.185,0.168,0.198
Chr3,14193886,+,1.63,0.181,0.164,0.196
Chr3,14193888,-,1.75,0.331,0.312,0.348
Chr3,14193907,+,1.49,0.284,0.256,0.312
Chr3,14193950,-,1.93,0.544,0.525,0.562
Chr3,14193952,+,1.57,0.407,0.381,0.432
Chr3,14194013,-,1.67,0.202,0.187,0.214
Chr3,14194040,+,1.46,0.191,0.176,0.206
Chr3,14194042,-,1.61,0.295,0.274,0.317
Chr3,14194104,-,1.71,0.47,0.449,0.485
Chr3,14194106,+,1.69,0.473,0.448,0.496
Chr3,14194125,-,1.49,0.249,0.23,0.262
Chr3,14194145,-,1.25,0.098,0.082,0.114
Chr3,14194146,-,1.64,0.755,0.736,0.78
Chr3,14194404,+,1.7,0.249,0.237,0.27
Chr3,14194475,+,1.55,0.245,0.229,0.262
Chr3,14194496,+,1.36,0.332,0.304,0.355
Chr3,14194558,+,1.47,0.233,0.208,0.253
Chr3,14194578,+,2.38,0.618,0.597,0.636
Chr3,14194609,+,2.14,0.545,0.523,0.564
Chr3,14194671,+,2.36,0.66,0.632,0.677
Chr3,14194702,+,1.52,0.218,0.202,0.231
Chr3,14194805,+,2.14,0.556,0.532,0.571
Chr3,14194836,+,1.93,0.487,0.467,0.502
Chr3,14194898,+,2.86,0.65,0.629,0.669
Chr3,14195083,+,3.15,0.853,0.833,0.873
Chr3,14195207,+,1.57,0.355,0.34,0.371
Chr3,14195268,+,3.35,0.897,0.886,0.925
Chr3,14195322,-,1.53,0.353,0.339,0.37
Chr3,14195361,+,1.96,0.526,0.506,0.543
Chr3,14195392,+,1.88,0.47,0.458,0.494
Chr3,14195483,+,1.34,0.076,0.069,0.084
Chr3,14195524,+,1.56,0.259,0.245,0.276
Chr3,14195544,+,1.74,0.221,0.208,0.234
Chr3,14195905,+,3.05,0.502,0.484,0.516
Chr3,14195945,+,3.61,0.982,0.98,0.997
Chr3,14196009,-,2.58,0.565,0.55,0.579
Chr3,14196063,-,1.98,0.511,0.495,0.527
Chr3,14196112,+,1.88,0.35,0.336,0.364
Chr3,14196236,-,1.72,0.208,0.195,0.216
Chr3,14196528,-,1.87,0.541,0.524,0.557
Chr3,14196699,-,2.34,0.559,0.544,0.573
Chr3,14196840,-,1.63,0.445,0.424,0.459
Chr3,14197181,-,1.51,0.204,0.191,0.215
Chr3,14197278,+,1.37,0.332,0.31,0.352
Chr3,14197323,-,1.97,0.257,0.24,0.267
Chr3,14197335,-,2.55,0.56,0.549,0.574
Chr3,14197412,-,1.43,0.137,0.127,0.147
Chr3,14197462,-,1.94,0.347,0.331,0.359
Chr3,14197482,-,2.47,0.649,0.633,0.663
Chr3,14197547,-,2.12,0.508,0.493,0.522
Chr3,14197618,-,1.57,0.265,0.254,0.279
Chr3,14197644,+,3.59,0.827,0.813,0.843
Chr3,14197655,+,1.38,0.223,0.213,0.24
Chr3,14197670,-,1.53,0.164,0.151,0.172
Chr3,14197681,-,2.24,0.552,0.533,0.564
Chr3,14197870,+,2.29,0.444,0.428,0.458
Chr3,14197907,-,1.69,0.232,0.218,0.241
Chr3,14197946,-,2.63,0.395,0.379,0.406
Chr3,14198101,+,1.92,0.731,0.717,0.747
Chr3,14198324,+,1.36,0.205,0.185,0.218
Chr3,14198337,-,2.05,0.231,0.221,0.24
Chr3,14198353,+,1.56,0.336,0.324,0.355
Chr3,14198371,-,2.29,0.623,0.608,0.635
Chr3,14198375,-,1.86,0.554,0.54,0.571
Chr3,14198430,-,2.13,0.735,0.717,0.745
Chr3,14198443,+,1.41,0.231,0.216,0.241
Chr3,14198681,+,1.37,0.157,0.143,0.171
Chr3,14198822,+,1.36,0.168,0.157,0.181
Chr3,14199001,+,1.59,0.465,0.453,0.482
Chr3,14199014,-,2.71,0.943,0.93,0.964
Chr3,14199027,-,1.61,0.253,0.242,0.265
Chr3,14199038,+,1.75,0.318,0.305,0.333
Chr3,14199150,-,2.74,0.33,0.319,0.341
Chr3,14199317,+,2.01,0.441,0.425,0.453
Chr3,14199505,+,1.67,0.311,0.301,0.326
Chr3,14199633,-,1.61,0.332,0.322,0.344
Chr3,14199637,-,1.64,0.71,0.695,0.72
Chr3,14199684,+,1.59,0.471,0.46,0.484
Chr3,14199688,+,3,0.712,0.697,0.722
Chr3,14199790,-,1.31,0.068,0.064,0.073
Chr3,14200058,+,1.92,0.346,0.334,0.36
Chr3,14200069,-,1.41,0.097,0.088,0.106
Chr3,14200225,+,2.37,0.369,0.356,0.381
Chr3,14200397,+,2.12,0.356,0.346,0.37
Chr3,14200406,-,2.48,0.553,0.538,0.565
Chr3,14200445,+,1.71,0.291,0.279,0.306
Chr3,14200542,+,1.55,0.471,0.448,0.489
Chr3,14200590,-,2.01,0.525,0.515,0.535
Chr3,14200614,-,1.62,0.169,0.159,0.179
Chr3,14201060,-,1.66,0.426,0.405,0.438
Chr3,14201073,-,1.68,0.283,0.268,0.293
Chr3,14201154,-,1.43,0.234,0.225,0.241
Chr3,14201156,-,1.57,0.317,0.304,0.332
Chr3,14201293,+,1.61,0.56,0.542,0.578
Chr3,14201302,-,2.12,0.328,0.313,0.339
Chr3,14201433,+,1.98,0.311,0.297,0.323
Chr3,14201503,-,3.23,0.442,0.429,0.452
Chr3,14201532,+,2.4,0.375,0.364,0.387
Chr3,14201626,-,1.62,0.237,0.224,0.241
Chr3,14201726,+,1.46,0.529,0.518,0.545
Chr3,14201777,-,1.65,0.233,0.218,0.241
Chr3,14201862,+,2.21,0.38,0.367,0.394
Chr3,14201903,-,1.62,0.139,0.129,0.149
Chr3,14201939,-,2.88,0.819,0.803,0.831
Chr3,14201999,+,1.31,0.095,0.084,0.102
Chr3,14202260,-,1.43,0.123,0.114,0.134
Chr3,14202272,-,2,0.285,0.272,0.302
Chr3,14202391,-,1.71,0.457,0.439,0.47
Chr3,14202682,-,1.81,0.255,0.239,0.27
Chr3,14202706,+,1.66,0.227,0.214,0.243
Chr3,14202709,-,2.05,0.428,0.411,0.441
Chr3,14203204,-,1.63,0.258,0.247,0.269
Chr3,14203255,-,1.89,0.643,0.639,0.655
Chr3,14203271,-,5.25,0.822,0.813,0.838
Chr3,14203337,+,2.38,0.365,0.35,0.378
Chr3,14203350,+,1.86,0.388,0.369,0.41
Chr3,14203372,+,3,0.875,0.863,0.893
Chr3,14203385,-,1.48,0.027,0.022,0.032
Chr3,14203741,-,1.3,0.09,0.081,0.098
Chr3,14203905,-,1.27,0.084,0.071,0.095
Chr3,14203987,-,1.33,0.098,0.088,0.109
Chr3,14204165,-,2.41,0.526,0.507,0.545
Chr3,14204173,+,1.7,0.237,0.215,0.257
Chr3,14204193,+,1.55,0.191,0.175,0.206
Chr3,14204275,+,1.65,0.253,0.235,0.271
Chr3,14204292,+,1.93,0.205,0.192,0.219
Chr3,14204295,+,1.69,0.197,0.184,0.213
Chr3,14204297,-,1.74,0.327,0.307,0.343
Chr3,14204316,+,1.48,0.348,0.324,0.387
Chr3,14204327,+,1.36,0.137,0.126,0.147
Chr3,14204359,-,2.03,0.578,0.558,0.601
Chr3,14204361,+,1.48,0.35,0.325,0.371
Chr3,14204422,-,1.69,0.211,0.198,0.226
Chr3,14204449,+,1.52,0.22,0.206,0.246
Chr3,14204451,-,1.62,0.288,0.272,0.311
Chr3,14204513,-,1.84,0.503,0.48,0.522
Chr3,14204515,+,1.64,0.45,0.426,0.474
Chr3,14204554,-,1.28,0.134,0.115,0.154
